"country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"france","lyon","2020-07-25",9199804,"1er Arrondissement",45.77055,4.8349,"Loft","Entire home/apt",2,1,1,148,2,1125,0,148,4440
"france","lyon","2020-07-25",9203626,"2e Arrondissement",45.75333,4.83123,"Apartment","Private room",2,1,1,38,1,1125,0,38.6,1158
"france","lyon","2020-07-25",9204058,"5e Arrondissement",45.76419,4.82727,"Loft","Entire home/apt",2,1,1,120,1,4,28,120,240
"france","lyon","2020-07-25",9205621,"7e Arrondissement",45.73096,4.83013,"Apartment","Private room",2,1,1,110,1,1125,0,110,3300
"france","lyon","2020-07-25",9206185,"3e Arrondissement",45.75988,4.87381,"Apartment","Entire home/apt",4,1,1,45,3,1125,0,45,1350
"france","lyon","2020-07-25",9206320,"3e Arrondissement",45.75396,4.88139,"Apartment","Entire home/apt",5,2,3,220,1,1125,0,220,6600
"france","lyon","2020-07-25",9207653,"3e Arrondissement",45.75584,4.86593,"Apartment","Entire home/apt",3,1,1,250,1,1125,0,200,6000
"france","lyon","2020-07-25",9208621,"1er Arrondissement",45.76731,4.83361,"Apartment","Private room",3,1,1,70,2,6,0,70,2100
"france","lyon","2020-07-25",9209395,"2e Arrondissement",45.76037,4.83499,"Apartment","Entire home/apt",4,1,2,200,1,1125,0,200,6000
"france","lyon","2020-07-25",9209655,"6e Arrondissement",45.76521,4.85016,"Apartment","Private room",2,1,0,45,2,1125,30,NA,0
"france","lyon","2020-07-25",9209966,"8e Arrondissement",45.73449,4.86781,"Apartment","Entire home/apt",2,0,0,50,2,1125,2,50,1400
"france","lyon","2020-07-25",9210504,"1er Arrondissement",45.76692,4.83404,"Apartment","Entire home/apt",4,1,2,170,2,1125,0,170,5100
"france","lyon","2020-07-25",9210676,"2e Arrondissement",45.74204,4.81935,"Apartment","Private room",2,1,1,190,1,1125,0,190,5700
"france","lyon","2020-07-25",9211156,"8e Arrondissement",45.73854,4.86881,"Apartment","Entire home/apt",4,1,2,55,5,1125,0,50,1500
"france","lyon","2020-07-25",9211425,"3e Arrondissement",45.75899,4.85062,"Apartment","Entire home/apt",4,2,2,60,4,28,7,53.4782608695652,1230
"france","lyon","2020-07-25",9211439,"3e Arrondissement",45.75046,4.86557,"Apartment","Entire home/apt",4,1,2,65,1,3,0,65,1950
"france","lyon","2020-07-25",9211617,"5e Arrondissement",45.76553,4.82688,"Apartment","Entire home/apt",6,2,3,280,1,1125,0,280,8400
"france","lyon","2020-07-25",9212575,"2e Arrondissement",45.76093,4.83204,"Apartment","Entire home/apt",6,2,3,270,1,1125,0,270,8100
"france","lyon","2020-07-25",9212758,"1er Arrondissement",45.77354,4.83294,"Apartment","Private room",2,1,1,32,2,1125,24,31,186
"france","lyon","2020-07-25",9212863,"3e Arrondissement",45.75354,4.84931,"Apartment","Entire home/apt",4,1,2,90,2,1124,30,NA,0
"france","lyon","2020-07-25",9214260,"2e Arrondissement",45.75607,4.83401,"Apartment","Entire home/apt",2,0,1,200,2,1125,0,200,6000
"france","lyon","2020-07-25",9220657,"4e Arrondissement",45.77602,4.82822,"Apartment","Private room",2,1,1,40,1,1125,0,40,1200
"france","lyon","2020-07-25",9222055,"3e Arrondissement",45.74431,4.88602,"Apartment","Private room",2,1,1,40,1,1125,0,40,1200
"france","lyon","2020-07-25",9222684,"1er Arrondissement",45.76847,4.82673,"Apartment","Entire home/apt",2,1,1,40,5,1125,0,40,1200
"france","lyon","2020-07-25",9224202,"1er Arrondissement",45.76983,4.83178,"Apartment","Entire home/apt",6,2,3,79,3,1125,0,79,2370
"france","lyon","2020-07-25",9225641,"7e Arrondissement",45.75048,4.8467,"Apartment","Entire home/apt",2,0,1,50,1,1125,0,50,1500
"france","lyon","2020-07-25",9226773,"2e Arrondissement",45.76196,4.83387,"Apartment","Entire home/apt",4,1,2,250,1,1125,0,250,7500
"france","lyon","2020-07-25",9226835,"7e Arrondissement",45.7526,4.84521,"Apartment","Entire home/apt",2,0,1,105,2,1125,0,105,3150
"france","lyon","2020-07-25",9227936,"2e Arrondissement",45.74149,4.81846,"Apartment","Entire home/apt",3,1,2,65,3,28,1,50,1450
"france","lyon","2020-07-25",9229697,"3e Arrondissement",45.76128,4.84348,"Apartment","Private room",1,1,1,30,1,1125,0,30,900
"france","lyon","2020-07-25",9231425,"1er Arrondissement",45.77013,4.83765,"Apartment","Entire home/apt",4,1,1,220,1,1125,0,220,6600
