"","country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"11048","italy","milan","2020-05-15",24750863,"MAGENTA - S. VITTORE",45.46118,9.1714,"Apartment","Entire home/apt",3,2,2,"$50.00",3,30,0,100,3000
"11049","italy","milan","2020-05-15",24761780,"TIBALDI",45.44021,9.17803,"Apartment","Entire home/apt",2,1,2,"$58.00",3,1125,0,58,1740
"11050","italy","milan","2020-05-15",24763696,"TICINESE",45.44697,9.17952,"Loft","Entire home/apt",2,1,1,"$80.00",5,1125,29,70,70
"11051","italy","milan","2020-05-15",24765977,"BUENOS AIRES - VENEZIA",45.47223,9.22309,"Loft","Shared room",2,1,2,"$15.00",1,30,0,20,600
"11052","italy","milan","2020-05-15",24766504,"DUOMO",45.45847,9.1786,"Condominium","Private room",1,1,1,"$500.00",1,1125,0,34.5,1035
"11053","italy","milan","2020-05-15",24767302,"MACIACHINI - MAGGIOLINA",45.49065,9.20066,"Bed and breakfast","Hotel room",2,1,2,"$500.00",1,1125,29,30,30
"11054","italy","milan","2020-05-15",24767689,"MACIACHINI - MAGGIOLINA",45.49224,9.2005,"Bed and breakfast","Hotel room",4,1,3,"$500.00",1,1125,10,31.25,625
"11055","italy","milan","2020-05-15",24768322,"BANDE NERE",45.46695,9.14464,"Apartment","Entire home/apt",2,0,1,"$70.00",2,30,0,55,1650
"11056","italy","milan","2020-05-15",24768604,"BOVISA",45.50069,9.16406,"House","Private room",2,1,1,"$32.00",1,1125,30,NA,0
"11057","italy","milan","2020-05-15",24770090,"BUENOS AIRES - VENEZIA",45.47554,9.21886,"Apartment","Private room",2,1,1,"$200.00",2,31,24,200,1200
"11058","italy","milan","2020-05-15",24770787,"TIBALDI",45.44078,9.17649,"House","Entire home/apt",5,2,5,"$350.00",3,10,2,350,9800
"11059","italy","milan","2020-05-15",24772887,"VIGENTINA",45.45262,9.20095,"Condominium","Private room",2,1,1,"$65.00",1,15,0,90,2700
"11060","italy","milan","2020-05-15",24778340,"TICINESE",45.4562,9.17447,"Apartment","Entire home/apt",2,0,2,"$65.00",1,29,30,NA,0
"11061","italy","milan","2020-05-15",24788859,"GARIBALDI REPUBBLICA",45.48106,9.18684,"Loft","Entire home/apt",6,2,3,"$280.00",2,180,29,189,189
"11062","italy","milan","2020-05-15",24792968,"TRENNO",45.49116,9.10102,"Apartment","Entire home/apt",5,1,5,"$50.00",1,25,22,50,400
"11063","italy","milan","2020-05-15",24794233,"TICINESE",45.45051,9.18537,"Guesthouse","Private room",2,1,1,"$28.00",1,7,0,40.0333333333333,1201
"11064","italy","milan","2020-05-15",24794357,"MACIACHINI - MAGGIOLINA",45.4923,9.20068,"Bed and breakfast","Hotel room",4,1,4,"$500.00",1,1125,28,30,60
"11065","italy","milan","2020-05-15",24794604,"UMBRIA - MOLISE",45.44774,9.21081,"Condominium","Private room",2,1,1,"$28.00",1,1125,0,37,1110
